#index	label	wavelength	comment
181156	Ar 2      486.280A		# level 2 line
181161	Ar 2      449.970A		# level 2 line
181166	Ar 2      447.419A		# level 2 line
181171	Ar 2      641.552A		# level 2 line
181176	Ar 2      453.651A		# level 2 line
181181	Ar 2      514.700A		# level 2 line
181186	Ar 3      458.140A		# level 2 line
181191	Ar 3      464.671A		# level 2 line
181196	Ar 3      451.091A		# level 2 line
181201	Ar 3      472.659A		# level 2 line
181206	Ar 3      488.909A		# level 2 line
181211	Ar 3      388.490A		# level 2 line
181216	Ar 3      527.451A		# level 2 line
181221	Ar 3      360.940A		# level 2 line
181226	Ar 3      345.990A		# level 2 line
181231	Ar 3      365.099A		# level 2 line
181236	Ar 3      894.879A		# level 2 line
181241	Ar 3      517.521A		# level 2 line
181246	Ar 3      387.261A		# level 2 line
181251	Ar 3      360.231A		# level 2 line
181256	Ar 3      360.840A		# level 2 line
181261	Ar 3      325.960A		# level 2 line
181266	Ar 3      348.330A		# level 2 line
181271	Ar 3      332.080A		# level 2 line
181276	Ar 3      327.220A		# level 2 line
181281	Ar 3      312.840A		# level 2 line
181286	Ar 3      325.450A		# level 2 line
181291	Ar 3      348.450A		# level 2 line
181296	Ar 3      343.100A		# level 2 line
181301	Ar 3      322.510A		# level 2 line
181306	Ar 3      349.751A		# level 2 line
181311	Ar 3      310.450A		# level 2 line
181316	Ar 3      331.540A		# level 2 line
181321	Ar 3      310.190A		# level 2 line
181326	Ar 3      310.650A		# level 2 line
181331	Ar 3      517.419A		# level 2 line
181336	Ar 3      625.191A		# level 2 line
181341	Ar 3      313.330A		# level 2 line
181346	Ar 3      317.010A		# level 2 line
181351	Ar 3      311.520A		# level 2 line
181356	Ar 3      322.310A		# level 2 line
181361	Ar 3      297.750A		# level 2 line
181366	Ar 3      326.050A		# level 2 line
181371	Ar 3      297.150A		# level 2 line
181376	Ar 3      302.260A		# level 2 line
181381	Ar 3      316.790A		# level 2 line
181386	Ar 3      313.170A		# level 2 line
181391	Ar 3      310.840A		# level 2 line
181396	Ar 3      293.870A		# level 2 line
181401	Ar 3      291.630A		# level 2 line
181406	Ar 3      311.230A		# level 2 line
181411	Ar 3      296.540A		# level 2 line
181416	Ar 3      313.500A		# level 2 line
181421	Ar 3      298.680A		# level 2 line
181426	Ar 3      310.540A		# level 2 line
181431	Ar 3      318.330A		# level 2 line
181436	Ar 4      444.680A		# level 2 line
181441	Ar 4      392.000A		# level 2 line
181446	Ar 4      859.313A		# level 2 line
181451	Ar 4      278.290A		# level 2 line
181456	Ar 4      247.340A		# level 2 line
181461	Ar 4      233.650A		# level 2 line
181466	Ar 4      260.300A		# level 2 line
181471	Ar 4      291.540A		# level 2 line
181476	Ar 4      252.150A		# level 2 line
181481	Ar 4      236.240A		# level 2 line
181486	Ar 4      226.220A		# level 2 line
181491	Ar 4      227.740A		# level 2 line
181496	Ar 4      221.760A		# level 2 line
181501	Ar 4      222.770A		# level 2 line
181506	Ar 4      218.810A		# level 2 line
181511	Ar 4      219.470A		# level 2 line
181516	Ar 4      228.820A		# level 2 line
181521	Ar 4      217.270A		# level 2 line
181526	Ar 4      216.770A		# level 2 line
181531	Ar 4      220.450A		# level 2 line
181536	Ar 4      238.120A		# level 2 line
181541	Ar 5      441.850A		# level 2 line
181546	Ar 5      455.901A		# level 2 line
181551	Ar 5      513.131A		# level 2 line
181556	Ar 5      337.380A		# level 2 line
181561	Ar 5      713.720A		# level 2 line
181566	Ar 5      847.939A		# level 2 line
181571	Ar 5      231.610A		# level 2 line
181576	Ar 5      210.330A		# level 2 line
181581	Ar 5      194.160A		# level 2 line
181586	Ar 5      225.740A		# level 2 line
181591	Ar 5      222.930A		# level 2 line
181596	Ar 5      252.030A		# level 2 line
181601	Ar 5      202.700A		# level 2 line
181606	Ar 5      181.820A		# level 2 line
181611	Ar 5      190.100A		# level 2 line
181616	Ar 5      181.160A		# level 2 line
181621	Ar 5      190.170A		# level 2 line
181626	Ar 5      231.870A		# level 2 line
181631	Ar 5      210.020A		# level 2 line
181636	Ar 5      193.100A		# level 2 line
181641	Ar 5      180.250A		# level 2 line
181646	Ar 5      249.290A		# level 2 line
181651	Ar 5      184.920A		# level 2 line
181656	Ar 5      182.800A		# level 2 line
181661	Ar 5      176.500A		# level 2 line
181666	Ar 5      183.050A		# level 2 line
181671	Ar 5      174.570A		# level 2 line
181676	Ar 5      178.810A		# level 2 line
181681	Ar 5      179.790A		# level 2 line
181686	Ar 5      167.150A		# level 2 line
181691	Ar 5      208.910A		# level 2 line
181696	Ar 5      195.710A		# level 2 line
181701	Ar 5      205.610A		# level 2 line
181706	Ar 5      176.040A		# level 2 line
181711	Ar 5      176.780A		# level 2 line
181716	Ar 5      184.750A		# level 2 line
181721	Ar 5      157.260A		# level 2 line
181726	Ar 5      188.970A		# level 2 line
181731	Ar 5      185.880A		# level 2 line
181736	Ar 5      174.610A		# level 2 line
181741	Ar 5      159.390A		# level 2 line
181746	Ar 5      189.080A		# level 2 line
181751	Ar 5      154.910A		# level 2 line
181756	Ar 5      227.910A		# level 2 line
181761	Ar 5      175.450A		# level 2 line
181766	Ar 5      152.080A		# level 2 line
181771	Ar 5      174.780A		# level 2 line
181776	Ar 5      185.970A		# level 2 line
181781	Ar 5      205.960A		# level 2 line
181786	Ar 5      174.450A		# level 2 line
181791	Ar 5      150.230A		# level 2 line
181796	Ar 5      195.270A		# level 2 line
181801	Ar 5      177.730A		# level 2 line
181806	Ar 5      193.160A		# level 2 line
181811	Ar 5      212.360A		# level 2 line
181816	Ar 5      153.140A		# level 2 line
181821	Ar 5      206.660A		# level 2 line
181826	Ar 5      176.640A		# level 2 line
181831	Ar 5      178.420A		# level 2 line
181836	Ar 5      180.670A		# level 2 line
181841	Ar 5      203.470A		# level 2 line
181846	Ar 6      457.699A		# level 2 line
181851	Ar 6      544.621A		# level 2 line
181856	Ar 6      587.789A		# level 2 line
181861	Ar 6      292.390A		# level 2 line
181866	Ar 6      776.747A		# level 2 line
181871	Ar 6      221.080A		# level 2 line
181876	Ar 6      180.910A		# level 2 line
181881	Ar 6      193.560A		# level 2 line
181886	Ar 6      202.020A		# level 2 line
181891	Ar 6      154.490A		# level 2 line
181896	Ar 6      198.850A		# level 2 line
181901	Ar 6      196.940A		# level 2 line
181906	Ar 6      154.770A		# level 2 line
181911	Ar 6      162.830A		# level 2 line
181916	Ar 6      198.260A		# level 2 line
181921	Ar 6      189.700A		# level 2 line
181926	Ar 6      178.290A		# level 2 line
181931	Ar 6      154.320A		# level 2 line
181936	Ar 6      140.460A		# level 2 line
181941	Ar 6      149.910A		# level 2 line
181946	Ar 6      144.700A		# level 2 line
181951	Ar 6      162.880A		# level 2 line
181956	Ar 6      159.970A		# level 2 line
181961	Ar 6      170.270A		# level 2 line
181966	Ar 6      133.160A		# level 2 line
181971	Ar 6      153.470A		# level 2 line
181976	Ar 6      179.140A		# level 2 line
181981	Ar 6      146.490A		# level 2 line
181986	Ar 6      158.670A		# level 2 line
181991	Ar 6      142.790A		# level 2 line
181996	Ar 6      129.090A		# level 2 line
182001	Ar 6      152.260A		# level 2 line
182006	Ar 6      176.780A		# level 2 line
182011	Ar 6      147.040A		# level 2 line
182016	Ar 6      130.090A		# level 2 line
182021	Ar 6      148.340A		# level 2 line
182026	Ar 6      126.180A		# level 2 line
182031	Ar 6      123.830A		# level 2 line
182036	Ar 6      124.520A		# level 2 line
182041	Ar 6      145.740A		# level 2 line
182046	Ar 6      200.210A		# level 2 line
182051	Ar 6      185.980A		# level 2 line
182056	Ar 6      152.400A		# level 2 line
182061	Ar 6      163.730A		# level 2 line
182066	Ar 6      210.700A		# level 2 line
182071	Ar 6      144.650A		# level 2 line
182076	Ar 6      222.670A		# level 2 line
182081	Ar 6      164.540A		# level 2 line
182086	Ar 6      127.280A		# level 2 line
182091	Ar 6      165.990A		# level 2 line
182096	Ar 6      138.310A		# level 2 line
182101	Ar 6      137.110A		# level 2 line
182106	Ar 6      176.120A		# level 2 line
182111	Ar 6      150.030A		# level 2 line
182116	Ar 6      128.380A		# level 2 line
182121	Ar 7      587.051A		# level 2 line
182126	Ar 7      177.040A		# level 2 line
182131	Ar 7      135.850A		# level 2 line
182136	Ar 7      121.760A		# level 2 line
182141	Ar 7      114.780A		# level 2 line
182146	Ar 7      110.930A		# level 2 line
182151	Ar 7      194.690A		# level 2 line
182156	Ar 7      106.730A		# level 2 line
182161	Ar 7      108.270A		# level 2 line
182166	Ar 7      108.770A		# level 2 line
182171	Ar 7      116.930A		# level 2 line
182176	Ar 7      151.260A		# level 2 line
182181	Ar 7      128.210A		# level 2 line
182186	Ar 7      111.110A		# level 2 line
182191	Ar 8      714.791A		# level 2 line
182196	Ar 8      160.220A		# level 2 line
182201	Ar 8      120.940A		# level 2 line
182206	Ar 8      107.370A		# level 2 line
182211	Ar 8      100.780A		# level 2 line
182216	Ar 8      96.9998A		# level 2 line
182221	Ar 8      94.6101A		# level 2 line
182226	Ar 8      92.9999A		# level 2 line
182231	Ar 9      41.3401A		# level 2 line
182236	Ar 9      34.9900A		# level 2 line
182241	Ar 9      35.8200A		# level 2 line
182246	Ar 9      32.6900A		# level 2 line
182251	Ar 9      48.5501A		# level 2 line
182256	Ar 9      31.5600A		# level 2 line
182261	Ar 9      30.9100A		# level 2 line
182266	Ar 9      30.5100A		# level 2 line
182271	Ar 9      36.7700A		# level 2 line
182276	Ar 9      30.2400A		# level 2 line
182281	Ar 9      30.0500A		# level 2 line
182286	Ar 9      33.4100A		# level 2 line
182291	Ar 9      31.9300A		# level 2 line
182296	Ar 9      31.1300A		# level 2 line
182301	Ar 9      30.6500A		# level 2 line
182306	Ar 9      30.3300A		# level 2 line
182311	Ar 9      30.1100A		# level 2 line
182316	Ar10      37.5299A		# level 2 line
182321	Ar10      37.5299A		# level 2 line
182326	Ar10      38.4301A		# level 2 line
182331	Ar10      31.6200A		# level 2 line
182336	Ar10      37.7201A		# level 2 line
182341	Ar10      36.6701A		# level 2 line
182346	Ar10      33.9300A		# level 2 line
182351	Ar10      31.0600A		# level 2 line
182356	Ar10      43.9199A		# level 2 line
182361	Ar10      29.2700A		# level 2 line
182366	Ar10      31.0600A		# level 2 line
182371	Ar10      33.8900A		# level 2 line
182376	Ar10      28.1300A		# level 2 line
182381	Ar10      42.9801A		# level 2 line
182386	Ar10      171.530A		# level 2 line
182391	Ar10      38.4800A		# level 2 line
182396	Ar10      31.6500A		# level 2 line
182401	Ar10      27.6300A		# level 2 line
182406	Ar10      28.7600A		# level 2 line
182411	Ar10      31.0700A		# level 2 line
182416	Ar10      30.3700A		# level 2 line
182421	Ar10      32.3500A		# level 2 line
182426	Ar10      29.2800A		# level 2 line
182431	Ar10      28.7600A		# level 2 line
182436	Ar10      33.4600A		# level 2 line
182441	Ar10      27.5000A		# level 2 line
182446	Ar10      31.8400A		# level 2 line
182451	Ar10      31.9200A		# level 2 line
182456	Ar10      28.1400A		# level 2 line
182461	Ar10      27.0800A		# level 2 line
182466	Ar10      27.6100A		# level 2 line
182471	Ar10      27.6700A		# level 2 line
182476	Ar10      28.7700A		# level 2 line
182481	Ar10      26.8300A		# level 2 line
182486	Ar10      27.0300A		# level 2 line
182491	Ar10      27.6500A		# level 2 line
182496	Ar10      41.5999A		# level 2 line
182501	Ar10      27.5000A		# level 2 line
182506	Ar10      32.9400A		# level 2 line
182511	Ar10      27.0300A		# level 2 line
182516	Ar10      27.6600A		# level 2 line
182521	Ar10      27.6600A		# level 2 line
182526	Ar10      29.2500A		# level 2 line
182531	Ar10      27.4400A		# level 2 line
182536	Ar10      27.1000A		# level 2 line
182541	Ar10      29.8000A		# level 2 line
182546	Ar10      26.8400A		# level 2 line
182551	Ar10      27.0300A		# level 2 line
182556	Ar10      27.1000A		# level 2 line
182561	Ar10      28.4100A		# level 2 line
182566	Ar10      26.6400A		# level 2 line
182571	Ar10      26.6500A		# level 2 line
182576	Ar10      26.3800A		# level 2 line
182581	Ar10      31.8000A		# level 2 line
182586	Ar10      26.2400A		# level 2 line
182591	Ar10      27.1800A		# level 2 line
182596	Ar10      31.4700A		# level 2 line
182601	Ar10      26.2000A		# level 2 line
182606	Ar10      26.7300A		# level 2 line
182611	Ar10      27.9100A		# level 2 line
182616	Ar10      27.2000A		# level 2 line
182621	Ar10      27.3200A		# level 2 line
182626	Ar10      26.9000A		# level 2 line
182631	Ar10      26.7000A		# level 2 line
182636	Ar10      28.1600A		# level 2 line
182641	Ar10      28.5300A		# level 2 line
182646	Ar10      26.6500A		# level 2 line
182651	Ar10      26.9900A		# level 2 line
182656	Ar10      26.1900A		# level 2 line
182661	Ar10      28.6100A		# level 2 line
182666	Ar10      26.6200A		# level 2 line
182671	Ar11      34.4599A		# level 2 line
182676	Ar11      33.7899A		# level 2 line
182681	Ar11      34.3300A		# level 2 line
182686	Ar11      35.5000A		# level 2 line
182691	Ar11      34.2000A		# level 2 line
182696	Ar11      28.6300A		# level 2 line
182701	Ar11      32.1800A		# level 2 line
182706	Ar11      194.700A		# level 2 line
182711	Ar11      27.8900A		# level 2 line
182716	Ar11      27.5000A		# level 2 line
182721	Ar11      27.9400A		# level 2 line
182726	Ar11      31.9800A		# level 2 line
182731	Ar11      26.3200A		# level 2 line
182736	Ar11      38.6200A		# level 2 line
182741	Ar11      29.5300A		# level 2 line
182746	Ar11      25.6800A		# level 2 line
182751	Ar11      33.9500A		# level 2 line
182756	Ar11      25.7600A		# level 2 line
182761	Ar11      39.7000A		# level 2 line
182766	Ar11      27.8600A		# level 2 line
182771	Ar11      37.7900A		# level 2 line
182776	Ar11      32.0800A		# level 2 line
182781	Ar11      25.2100A		# level 2 line
182786	Ar11      25.7000A		# level 2 line
182791	Ar11      25.3400A		# level 2 line
182796	Ar11      24.5900A		# level 2 line
182801	Ar11      27.5300A		# level 2 line
182806	Ar11      24.6200A		# level 2 line
182811	Ar11      25.6700A		# level 2 line
182816	Ar11      24.3000A		# level 2 line
182821	Ar11      23.9600A		# level 2 line
182826	Ar11      24.0300A		# level 2 line
182831	Ar11      24.2100A		# level 2 line
182836	Ar11      30.4800A		# level 2 line
182841	Ar11      29.5600A		# level 2 line
182846	Ar11      25.3500A		# level 2 line
182851	Ar11      29.2900A		# level 2 line
182856	Ar11      25.2300A		# level 2 line
182861	Ar11      24.0400A		# level 2 line
182866	Ar11      25.7500A		# level 2 line
182871	Ar11      23.6600A		# level 2 line
182876	Ar11      24.6200A		# level 2 line
182881	Ar11      23.6600A		# level 2 line
182886	Ar11      28.8500A		# level 2 line
182891	Ar11      29.7900A		# level 2 line
182896	Ar11      24.3100A		# level 2 line
182901	Ar11      24.6400A		# level 2 line
182906	Ar11      24.0300A		# level 2 line
182911	Ar11      23.9800A		# level 2 line
182916	Ar11      23.9500A		# level 2 line
182921	Ar11      23.7700A		# level 2 line
182926	Ar11      28.4000A		# level 2 line
182931	Ar11      25.1500A		# level 2 line
182936	Ar11      25.6600A		# level 2 line
182941	Ar11      23.4100A		# level 2 line
182946	Ar11      25.7200A		# level 2 line
182951	Ar11      29.6400A		# level 2 line
182956	Ar11      23.7200A		# level 2 line
182961	Ar11      23.2400A		# level 2 line
182966	Ar11      26.7300A		# level 2 line
182971	Ar11      23.3600A		# level 2 line
182976	Ar11      26.0900A		# level 2 line
182981	Ar11      23.9200A		# level 2 line
182986	Ar11      25.3500A		# level 2 line
182991	Ar11      24.8400A		# level 2 line
182996	Ar11      24.1500A		# level 2 line
183001	Ar11      24.7200A		# level 2 line
183006	Ar11      24.7300A		# level 2 line
183011	Ar11      24.4900A		# level 2 line
